source,title,description,content,publishedAt,url,leaning,country_of_origin,sentiment_label,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,cluster,cluster_label,clean_text,summary
the-wall-street-journal,Global Markets Mixed as Bets on December Rate Cut Rise,The dollar and Treasury yields were steady ahead of U.S. economic data including delayed retail sales figures,U.S. stock futures were flat early in European business hours Tuesday and international equities were mixed amid further signs of returning calm after last weeks volatility. Broad gains in tech stock… [+531 chars],2025-11-25T09:31:00Z,https://www.wsj.com/finance/global-markets-mixed-as-bets-on-december-rate-cut-rise-354d2d8f,Right-Center,USA,Negative,-0.296,0.06,0.134,0.805,3,Topic_3,stock futures flat early european business hours tuesday international equities mixed amid signs returning calm last weeks volatility broad gains tech stock chars,
the-wall-street-journal,Gold Rises on Renewed U.S. Rate-Cut Bets,,0901 GMT Gold prices rise on growing expectations that the Federal Reserve will cut interest rates further this year and as investors await key U.S. data this week. Futures in New York gain 0.5% to $… [+1342 chars],2025-11-25T09:05:00Z,https://www.wsj.com/finance/commodities-futures/gold-edges-higher-amid-fed-rate-cut-hopes-b6d480f8,Right-Center,USA,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,gmt gold prices rise growing expectations federal reserve cut interest rates year investors await key data week futures new york gain chars,
the-wall-street-journal,Oil Slips After Monday’s Gains With Focus on Russia-Ukraine Developments,,"0852 GMT Oil prices slip in early trading following Mondays gains, with investors keeping a close eye on Ukraine-Russia developments as a peace deal could result in the release of more Russian crude … [+1501 chars]",2025-11-25T09:00:00Z,https://www.wsj.com/finance/commodities-futures/oil-falls-potential-ukraine-russia-peace-deal-in-focus-0d8746d4,Right-Center,USA,Positive,0.34,0.211,0.0,0.789,2,Topic_2,gmt oil prices slip early trading following mondays gains investors keeping close eye ukrainerussia developments peace deal could result release russian crude chars,
the-wall-street-journal,Gilt Yields Steady as Fed Rate-Cut Prospects Increase; Budget Awaited,,0826 GMT Yields on U.K. government bonds are little changed as markets remain calm on increased expectations that the U.S. Federal Reserve could cut interest rates in December following recent commen… [+918 chars],2025-11-25T08:29:00Z,https://www.wsj.com/finance/investing/jgb-yields-higher-amid-hopes-for-boj-rate-increases-352658a8,Right-Center,USA,Positive,0.5267,0.357,0.087,0.556,2,Topic_2,gmt yields government bonds little changed markets remain calm increased expectations federal reserve could cut interest rates december following recent commen chars,
the-wall-street-journal,"Dell Earnings, Inflation Data, Retail Sales: What to Watch This Week","Before Thanksgiving travel and Black Friday shopping grab the spotlight, some notable earnings and delayed economic reports are due. Here's what to watch for:TodayEarnings (a.m.): Abercrombie & Fitch, Alibaba, Analog Devices, Best Buy, J.M. Smucker, Kohl'sEar…","Before Thanksgiving travel and Black Friday shopping grab the spotlight, some notable earnings and delayed economic reports are due. Here's what to watch for:Earnings (a.m.): Abercrombie &amp; Fitch,… [+416 chars]",2025-11-25T08:15:01Z,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-11-25-2025/card/dell-earnings-inflation-data-retail-sales-what-to-watch-this-week-fbsbaTzwg9jH2nEe6pd3,Right-Center,USA,Positive,0.5106,0.084,0.038,0.878,3,Topic_3,thanksgiving travel black friday shopping grab spotlight notable earnings delayed economic reports due heres watch forearnings abercrombie amp fitch chars,
the-wall-street-journal,Heard on the Street Monday Recap: What AI Bust?,"Technology stocks led gains, as jitters around the AI boom’s staying power eased following some extremely volatile weeks. The S&P 500 rose 1.6%, while the Nasdaq composite jumped 2.7%. The Dow Jones Industrial Average added 203 points, or 0.4%.Investors are i…","Technology stocks led gains, as jitters around the AI booms staying power eased following some extremely volatile weeks. The S&amp;P 500 rose 1.6%, while the Nasdaq composite jumped 2.7%. The Dow Jon… [+637 chars]",2025-11-25T08:10:02Z,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-11-25-2025/card/heard-on-the-street-monday-recap-what-ai-bust--UZBnPdb391QHxTIbvqCW,Right-Center,USA,Positive,0.5574,0.087,0.0,0.913,2,Topic_2,technology stocks led gains jitters around booms staying power eased following extremely volatile weeks sampp rose nasdaq composite jumped dow jon chars,
the-wall-street-journal,EasyJet Posts Higher Profit on Growth Across Businesses,Headline pretax profit rose to £773 million for its fiscal fourth quarter from £724 million in the year-earlier period,"U.K. budget airline easyJet reported a higher headline pretax profit for its fiscal fourth quarter, helped by revenue increases across its core airline business and its expanding vacation-services un… [+337 chars]",2025-11-25T07:52:00Z,https://www.wsj.com/business/earnings/easyjet-posts-higher-profit-on-growth-across-businesses-3edffb2e,Right-Center,USA,Positive,0.8126,0.259,0.0,0.741,2,Topic_2,budget airline easyjet reported higher headline pretax profit fiscal fourth quarter helped revenue increases across core airline business expanding vacationservices chars,
the-wall-street-journal,Dollar Trades Steady Ahead of U.S. Data,,"0840 GMT A measure of expected price swings in the options market, or implied volatility, for the euro-sterling exchange rate is rising ahead of Wednesdays U.K. budget, INGs Francesco Pesole says in … [+1336 chars]",2025-11-25T07:38:00Z,https://www.wsj.com/finance/currencies/asian-currencies-mostly-consolidate-risk-on-sentiment-may-support-2a534fb9,Right-Center,USA,Neutral,0.0,0.0,0.0,1.0,3,Topic_3,gmt measure expected price swings options market implied volatility eurosterling exchange rate rising ahead wednesdays budget ings francesco pesole says chars,
the-wall-street-journal,Chinese Automaker BYD’s European Sales Continue to Rise,"Registrations for Tesla, meanwhile, fell 48% in the EU last month","Chinese automaker BYD again logged higher new-car registrations in Europe last month, as it continues to expand in the continent amid pressure in its home market.
New-car registrations for BYD model… [+292 chars]",2025-11-25T06:44:00Z,https://www.wsj.com/business/autos/chinese-automaker-byds-european-sales-continue-to-rise-cca38d95,Right-Center,USA,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,chinese automaker byd logged higher newcar registrations europe last month continues expand continent amid pressure home market newcar registrations byd model chars,
the-wall-street-journal,The Twilight Of Ali Khamenei,"[Subscription Required] Iran’s supreme leader is not gone, but his power has been greatly reduced since Oct. 7, 2023.",Despotic regimes have their own way of holding rulers accountable. Show trials and trumped-up corruption charges can bring down leaders who have stumbled. Predatory regimes can also offer some grace … [+617 chars],2025-11-25T00:00:00Z,https://www.wsj.com/opinion/the-twilight-of-ali-khamenei-c4c95354,Right-Center,USA,Positive,0.3182,0.091,0.0,0.909,2,Topic_2,despotic regimes way holding rulers accountable show trials trumpedup corruption charges bring leaders stumbled predatory regimes also offer grace chars,
the-wall-street-journal,Justice Department to Settle Lawsuit Over Apartment Rental Pricing,Case had alleged that RealPage’s software allowed landlords to unfairly coordinate prices,"The Justice Department on Monday said it would settle its lawsuit against apartment-pricing company RealPage, which it had 
accused last year of enabling landlords to illegally coordinate rental-pri… [+392 chars]",2025-11-24T23:25:49Z,https://www.wsj.com/business/justice-department-to-settle-lawsuit-over-apartment-rental-pricing-14f81b50,Right-Center,USA,Positive,0.3612,0.14,0.078,0.782,2,Topic_2,justice department monday said would settle lawsuit apartmentpricing company realpage accused last year enabling landlords illegally coordinate rentalpri chars,
the-wall-street-journal,USA to Skip Publication of GDP Estimate...,"USA to Skip Publication of GDP Estimate...

 
 
 
 (First column, 3rd story, link)

 

 

 
 Related stories:More Americans getting power shut off, as unpaid bills pile up...
What S&P 500 is hiding about economy...
How tech broke the job market...
Happ…","The federal government will skip publication of its delayed initial estimate of third-quarter gross domestic product, instead aiming to get back on track with an update that remains to be rescheduled… [+283 chars]",2025-11-24T22:04:37Z,https://www.wsj.com/economy/u-s-to-skip-publication-of-initial-third-quarter-gdp-estimate-df923c42,Right-Center,USA,Negative,-0.6124,0.0,0.104,0.896,2,Topic_2,federal government skip publication delayed initial estimate thirdquarter gross domestic product instead aiming get back track update remains rescheduled chars,
the-wall-street-journal,Kohl’s Names New CEO in Bid to Move Past Leadership Scandal,Interim chief Michael Bender takes helm after Ashley Buchanan’s spring ouster,"KohlsKSS0.13%increase; green up pointing triangle
new CEO has a message for customers: We hear you.
After years of missteps that included scaling back petite-size and fine-jewelry departments as we… [+274 chars]",2025-11-24T20:44:46Z,https://www.wsj.com/business/retail/kohls-names-michael-bender-as-permanent-ceo-bcf84878,Right-Center,USA,Negative,-0.4404,0.0,0.121,0.879,2,Topic_2,kohlskssincrease green pointing triangle new ceo message customers hear years missteps included scaling back petitesize finejewelry departments chars,
the-wall-street-journal,How the U.S. Economy Became Hooked on AI Spending,Growth has been bolstered by data-center investment and stock-market wealth. A reversal could raise the risk of recession.,The turbulence that hit stocks tied to artificial intelligence last week highlights a broader risk to the economy. Growth has become so dependent on AI-related investment and wealth that if the boom … [+444 chars],2025-11-24T20:44:46Z,https://www.wsj.com/tech/ai/how-the-u-s-economy-became-hooked-on-ai-spending-4b6bc7ff,Right-Center,USA,Positive,0.2263,0.177,0.15,0.673,2,Topic_2,turbulence hit stocks tied artificial intelligence last week highlights broader risk economy growth become dependent airelated investment wealth boom chars,
bloomberg,Gupta says he doesn’t know where Trafigura’s nickel millions are,"Gupta, testifying at a London trial for a second day, faced a series of questions about the whereabouts of the funds he received as part of the Trafigura financing","Prateek Gupta, the man Trafigura Group says defrauded it of $600 million in a massive nickel scam, told a court on Thursday he didnt know where much of that money had gone.
Gupta, testifying at a Lo… [+2037 chars]",2025-12-01T11:05:28Z,https://www.bloomberg.com/news/articles/2025-11-27/gupta-says-he-doesn-t-know-where-trafigura-s-nickel-millions-are,Center,USA,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,prateek gupta man trafigura group says defrauded million massive nickel scam told court thursday didnt know much money gone gupta testifying chars,
bloomberg,India picks up non-sanctioned Russian oil as discounts widen,"The purchases confirm a cautious return to Russian oil among some Indian refiners, though overall spot purchases remain limited as refiners assess a changing sanctions landscape","Indias state-run refiners Indian Oil Corp and Bharat Petroleum Corp have bought Russian crude for January delivery, lured by discounts and plentiful supplies from non-sanctioned sellers, according to… [+2228 chars]",2025-12-01T11:02:27Z,https://www.bloomberg.com/news/articles/2025-12-01/india-picks-up-non-sanctioned-russian-oil-as-discounts-widen,Center,USA,Negative,-0.3182,0.0,0.096,0.904,2,Topic_2,indias staterun refiners indian oil corp bharat petroleum corp bought russian crude january delivery lured discounts plentiful supplies nonsanctioned sellers according chars,
bloomberg,Temasek-backed Atomberg is said to plan $200 Million India IPO,"Atomberg is among a growing number of companies seeking to tap India’s buoyant IPO market, where firms have raised about $19.6 billion so far this year, following a record $21 billion in 2024","Temasek Holdings Pte-backed Atomberg Technologies Pvt. is weighing an initial public offering in Mumbai that may raise around $200 million, according to people familiar with the matter.
The Indian c… [+1319 chars]",2025-12-01T08:15:17Z,https://www.bloomberg.com/news/articles/2025-12-01/temasek-backed-atomberg-is-said-to-plan-200-million-india-ipo,Center,USA,Positive,0.4404,0.114,0.0,0.886,2,Topic_2,temasek holdings ptebacked atomberg technologies pvt weighing initial public offering mumbai may raise around million according people familiar matter indian chars,
bloomberg,Guyanese oil on long voyage to India to replace,"India had been importing about 1.7 million barrels a day of Russian oil, but US sanctions last month on Russia’s two largest exporters, Rosneft PJSC and Lukoil PJSC, have put refiners at risk if they continued with the trade","Two supertankers have begun hauling crude on a lengthy and unusual voyage from Guyana to India, as refiners in the South Asian nation snap up alternatives to sanctioned Russian crude.
The journey of… [+1632 chars]",2025-12-01T05:23:07Z,https://www.bloomberg.com/news/articles/2025-12-01/guyanese-oil-on-long-voyage-to-india-to-replace-russian-barrels,Center,USA,Negative,-0.3919,0.0,0.054,0.946,2,Topic_2,two supertankers begun hauling crude lengthy unusual voyage guyana india refiners south asian nation snap alternatives sanctioned russian crude journey chars,
bloomberg,India makes rare long-term soy purchases to secure cheap supply,"Traders have locked in more than 150,000 tons of South American soybean oil for each month from April to July 2026, said Aashish Acharya, vice president at Patanjali Foods Ltd., one of the country’s top vegetable-oil buyers.","Indian buyers have secured large purchases of soybean oil for the four months to July, a rare move in anticipation of rising prices of rival palm oil. 
Traders have locked in more than 150,000 tons … [+3026 chars]",2025-12-01T05:11:08Z,https://www.bloomberg.com/news/articles/2025-12-01/india-makes-rare-long-term-soy-purchases-to-secure-cheap-supply,Center,USA,Positive,0.4939,0.085,0.0,0.915,2,Topic_2,indian buyers secured large purchases soybean oil four months july rare move anticipation rising prices rival palm oil traders locked tons chars,
bloomberg,OPEC+ sticks with plan to pause oil supply increases amid surplus concerns,OPEC+ confirms a three-month pause in oil supply increases amid surplus concerns and potential pressure on prices.,"OPEC+ will stick with plans to pause production increases during the first quarter, delegates said, amid growing signs of a surplus in global oil markets.
Key members led by Saudi Arabia confirmed t… [+1116 chars]",2025-11-30T16:20:32Z,https://www.bloomberg.com/news/articles/2025-11-30/opec-sticks-with-plan-to-pause-supply-increases-delegates-say,Center,USA,Negative,-0.296,0.0,0.075,0.925,2,Topic_2,opec stick plans pause production increases first quarter delegates said amid growing signs surplus global oil markets key members led saudi arabia confirmed chars,
bloomberg,Wall Street forecasts Indian markets to rebound after tough year,"Wall Street predicts a rebound for Indian markets in 2026 after a challenging year, citing stabilising earnings and supportive policies.","After one of Indias worst years of market underperformance in decades, some of Wall Streets biggest names are calling for a rebound.
Morgan Stanley, Citigroup Inc. and Goldman Sachs Group Inc. are a… [+5696 chars]",2025-11-30T04:04:17Z,https://www.bloomberg.com/news/articles/2025-11-30/wall-street-predicts-rebound-in-indian-markets-after-tough-year,Center,USA,Positive,0.3182,0.125,0.05,0.825,3,Topic_3,one indias worst years market underperformance decades wall streets biggest names calling rebound morgan stanley citigroup inc goldman sachs group inc chars,
bloomberg,Ukraine claims hit on Russian ‘shadow fleet’ black sea tankers,"Spain’s navy, which issues navigational warnings in the region, says there’s also a significant risk posed by floating mines in parts of the Black Sea","Ukraines security service claimed strikes on two ocean-going tankers sanctioned for carrying Russian oil, which were hit by blasts off Turkeys Black Sea coast over the past day.  
Sea Baby naval dro… [+2544 chars]",2025-11-30T03:52:43Z,https://www.bloomberg.com/news/articles/2025-11-28/oil-tanker-at-risk-of-sinking-after-mine-strike-near-turkey,Center,USA,Negative,-0.3612,0.049,0.116,0.836,3,Topic_3,ukraines security service claimed strikes two oceangoing tankers sanctioned carrying russian oil hit blasts turkeys black sea coast past day sea baby naval dro chars,
bloomberg,3 years of AI Mania: How ChatGPT reordered the stock market,"Bets that the tech will reshape society have minted new market leaders, made an already concentrated S&P 500 Index even more top heavy, and left companies and industries considered at risk of being replaced by AI struggling to keep pace","Three years ago, OpenAI released ChatGPT, setting off a mania on Wall Street for all things artificial intelligence. And the stock market hasnt been the same since. 
Bets that the groundbreaking tec… [+5713 chars]",2025-11-29T14:04:54Z,https://www.bloomberg.com/news/articles/2025-11-25/three-years-of-ai-mania-how-chatgpt-reordered-the-stock-market,Center,USA,Negative,-0.4228,0.039,0.091,0.87,2,Topic_2,three years ago openai released chatgpt setting mania wall street things artificial intelligence stock market hasnt since bets groundbreaking tec chars,
bloomberg,Trump announces plan to terminate Biden’s autopen directives,"Trump vows to nullify Biden's autopen-signed documents, claiming misuse and threatening legal consequences for his predecessor.","President Donald Trump said he is terminating every document former President Joe Biden signed with an autopen in his latest move to eradicate his predecessors legacy. 
In a Truth Social post Friday… [+1460 chars]",2025-11-29T06:42:32Z,https://www.bloomberg.com/news/articles/2025-11-28/trump-announces-plan-to-terminate-biden-s-autopen-directives,Center,USA,Negative,-0.4404,0.056,0.126,0.818,2,Topic_2,president donald trump said terminating every document former president joe biden signed autopen latest move eradicate predecessors legacy truth social post friday chars,
bloomberg,"Global goods trade slows as tariff frontrunning ends, WTO says","US President Donald Trump’s tariffs on imports from trading partners disrupted international commerce through much of the year, spurring many American importers to front-load orders to avoid paying the import taxes","Global merchandise trade slowed last quarter as the boost seen earlier this year from front-loading of orders ahead of US tariffs faded, the World Trade Organisation said. 
The WTOs goods barometer … [+1630 chars]",2025-11-29T06:12:41Z,https://www.bloomberg.com/news/articles/2025-11-28/global-goods-trade-slows-as-tariff-frontrunning-ends-wto-says,Center,USA,Negative,-0.296,0.0,0.052,0.948,2,Topic_2,global merchandise trade slowed last quarter boost seen earlier year frontloading orders ahead tariffs faded world trade organisation said wtos goods barometer chars,
bloomberg,China’s Envision Group mulls India battery plant as storage demand rises,India’s ability to accelerate the installation of renewables is threatened by a lack of storage systems that are needed to stabilize power transmission,"Chinas Envision Group is considering building a battery making plant in India to take advantage of a push by authorities to upgrade the grid to handle more renewables.
Once the nascent market takes … [+1883 chars]",2025-11-27T10:39:50Z,https://www.bloomberg.com/news/articles/2025-11-27/chinese-firm-mulls-india-battery-plant-as-storage-demand-rises,Center,USA,Negative,-0.5423,0.06,0.178,0.761,2,Topic_2,chinas envision group considering building battery making plant india take advantage push authorities upgrade grid handle renewables nascent market takes chars,
bloomberg,China’s Anta Sports explores potential takeover of Puma,Talks remain preliminary as bidders assess valuation hurdles posed by major shareholder Pinault family’s expectations; Puma shares jump 11% on Germany’s Tradegate exchange,"Chinese sports apparel company Anta Sports Products Ltd. is among firms exploring a potential takeover of Puma SE, according to people familiar with the matter.
Hong Kong-listed Anta has been workin… [+3334 chars]",2025-11-27T10:08:06Z,https://www.bloomberg.com/news/articles/2025-11-27/china-s-anta-sports-is-said-to-explore-potential-bid-for-puma,Center,USA,Positive,0.296,0.068,0.0,0.932,2,Topic_2,chinese sports apparel company anta sports products ltd among firms exploring potential takeover puma according people familiar matter hong konglisted anta workin chars,
bloomberg,Trump says he won’t invite South Africa to G-20 in Miami,Trump repeated claims without evidence that South Africa was committing genocide against White Afrikaners and seizing land without compensation and criticised the country’s handling of the recent global summit,"President Donald Trump said that he would not invite South Africa to participate in next years G-20 summit in Miami and that he planned to stop all payments and subsidies to the country, as relations… [+3262 chars]",2025-11-27T04:26:51Z,https://www.bloomberg.com/news/articles/2025-11-26/trump-says-he-won-t-invite-south-africa-to-g-20-in-miami,Center,USA,Positive,0.4993,0.124,0.0,0.876,2,Topic_2,president donald trump said would invite south africa participate next years summit miami planned stop payments subsidies country relations chars,
bloomberg,"Google, the sleeping giant in global AI race, now ‘fully awake’","Since the launch of ChatGPT three years ago, analysts and technologists — even a Google engineer and the company’s former chief executive officer — have declared Google behind in the high-stakes race to develop artificial intelligence. Not anymore.","Since the launch of ChatGPT three years ago, analysts and technologists  even a Google engineer and the companys former chief executive officer  have declared Google behind in the high-stakes race to… [+8249 chars]",2025-11-26T08:35:36Z,https://www.bloomberg.com/news/articles/2025-11-25/google-the-sleeping-giant-in-global-ai-race-now-fully-awake,Center,USA,Positive,0.4767,0.064,0.0,0.936,2,Topic_2,since launch chatgpt three years ago analysts technologists even google engineer companys former chief executive officer declared google behind highstakes race chars,
bloomberg,Ola’s Bhavish Aggarwal hopes for turnaround with new home battery storage,"The pivot comes after the loss-making firm saw a 43% drop in revenue and 47% plunge in sales in the latest quarterly results this month, underlining the scale of Ola’s troubles","Ola Electric Mobility Ltd.s blockbuster initial stock offering last year had investors clamoring to buy over four times the number of shares publicly available. Now, its struggling to find backers de… [+6685 chars]",2025-11-26T04:10:00Z,https://www.bloomberg.com/news/articles/2025-11-26/ola-s-bhavish-aggarwal-hopes-for-turnaround-with-new-home-battery-storage,Center,USA,Negative,-0.3182,0.061,0.111,0.828,2,Topic_2,ola electric mobility ltds blockbuster initial stock offering last year investors clamoring buy four times number shares publicly available struggling find backers chars,
bloomberg,SoftBank completes acquisition of chipmaker Ampere Computing,The Japanese company said in a statement Wednesday that the impact of the deal on its finances and earnings is under review; SoftBank shares rose as much as 8 per cent Wednesday morning in Tokyo,"SoftBank Group Corp. completed its $6.5 billion purchase of US chip startup Ampere Computing LLC, adding another asset to aid its push into AI hardware. 
The Japanese company said in a statement Wed… [+884 chars]",2025-11-26T03:29:01Z,https://www.bloomberg.com/news/articles/2025-11-26/softbank-completes-acquisition-of-chipmaker-ampere-computing,Center,USA,Positive,0.296,0.053,0.0,0.947,2,Topic_2,softbank group corp completed billion purchase chip startup ampere computing llc adding another asset aid push hardware japanese company said statement wed chars,
bloomberg,China’s soy glut spurs surge in cooking oil exports to India,"Beijing has long viewed its dependence on foreign soybeans, which are processed into animal feed and cooking oil, as a vulnerability in a world where geopolitics and viruses can quickly disrupt commodity flows","Chinas exports of soybean oil to India are surging as weak domestic demand for the cooking ingredient coincides with robust imports of soybeans from South America and, more recently, the US. 
Asias … [+2546 chars]",2025-11-25T17:02:31Z,https://www.bloomberg.com/news/articles/2025-11-25/china-s-soyoil-exports-to-india-surge-on-growing-domestic-glut,Center,USA,Negative,-0.2263,0.0,0.044,0.956,2,Topic_2,chinas exports soybean oil india surging weak domestic demand cooking ingredient coincides robust imports soybeans south america recently asias chars,
bloomberg,"Husk Power Systems seeks $400 million, plans revenue surge",The company operates about 400 mini-grids in India and Nigeria and plans to expand further in those countries as well as others in Africa such as the Democratic Republic of Congo and Madagascar,"Husk Power Systems, the worlds biggest solar mini-grid operator, has begun an industry-record capital raise of $400 million as it seeks to grow revenue 10-fold by 2030 and prepare for an initial publ… [+2806 chars]",2025-11-25T11:05:59Z,https://www.bloomberg.com/news/articles/2025-11-25/mini-grid-husk-power-systems-seeks-400-million-plans-revenue-surge,Center,USA,Positive,0.5267,0.099,0.0,0.901,2,Topic_2,husk power systems worlds biggest solar minigrid operator begun industryrecord capital raise million seeks grow revenue fold prepare initial publ chars,
bloomberg,Indian banks consider financing non-sanctioned Russian oil trade,"Banks have worked out a compliance mechanism to service payment requests from refiners for Russian barrels, the people said. Among them, transactions could be processed in United Arab Emirates’ dirhams and Chinese yuan","Banks in India are now willing to consider financing trade in Russian oil if volumes come from non-blacklisted sellers and transactions are sanctions-compliant, according to people familiar with the … [+2275 chars]",2025-11-25T09:47:31Z,https://www.bloomberg.com/news/articles/2025-11-25/indian-banks-consider-financing-non-sanctioned-russian-oil-trade,Center,USA,Positive,0.4215,0.067,0.0,0.933,2,Topic_2,banks india willing consider financing trade russian oil volumes come nonblacklisted sellers transactions sanctionscompliant according people familiar chars,
bloomberg,"Zetwerk plans $750 Million IPO, hires 6 banks","The offering is expected to comprise a mix of new and existing shares, with a larger portion likely to be a fresh issue, the people said. Deliberations are ongoing, and details, including the size and timing may change","Zetwerk Pvt, an Indian contract manufacturer, is preparing to file for an initial public offering that may raise as much as $750 million, according to people familiar with the matter.
The Bengaluru-… [+1317 chars]",2025-11-25T08:00:57Z,https://www.bloomberg.com/news/articles/2025-11-25/india-s-zetwerk-plans-750-million-ipo-hires-six-banks,Center,USA,Positive,0.5423,0.101,0.0,0.899,2,Topic_2,zetwerk pvt indian contract manufacturer preparing file initial public offering may raise much million according people familiar matter bengaluru chars,
bloomberg,India to make air-to-ground weapon at home with France’s Safran,"The system, known as HAMMER, will be designed for multiple platforms including the Rafale fighter jet and the Tejas light combat aircraft","India and France have deepened defense cooperation with a pact to jointly produce an air-to-ground weapon, a move aligned with New Delhis broader push for self-reliance in advanced military technolog… [+1611 chars]",2025-11-25T07:56:56Z,https://www.bloomberg.com/news/articles/2025-11-25/india-to-make-air-to-ground-weapon-at-home-with-france-s-safran,Center,USA,Negative,-0.4588,0.045,0.131,0.824,2,Topic_2,india france deepened defense cooperation pact jointly produce airtoground weapon move aligned new delhis broader push selfreliance advanced military technolog chars,
bloomberg,Trafigura staff raised nickel concerns years before fraud claim,"Trafigura Group’s trade finance team raised red flags as early as September 2020 regarding its nickel deals with Prateek Gupta, which ultimately led to an alleged $600 million fraud","Trafigura Groups trade finance desk raised questions as early as 2020 over the companys nickel-financing deals with firms run by Prateek Gupta, which would later lose the trading house around $600 mi… [+3662 chars]",2025-11-25T04:34:42Z,https://www.bloomberg.com/news/articles/2025-11-24/trafigura-staff-raised-nickel-concerns-years-before-fraud-claim,Center,USA,Negative,-0.8225,0.0,0.174,0.826,2,Topic_2,trafigura groups trade finance desk raised questions early companys nickelfinancing deals firms run prateek gupta would later lose trading house around chars,
bloomberg,Engie awarded first battery storage project in India,"Engie secures its first battery storage project in India, a 280 MW system enhancing renewable energy capacity by 2030.","French utility Engie SA won its first standalone battery-storage project in India, where it aims to take advantage of a boom in renewables as well as triple its local clean-power capacity by 2030.
T… [+1305 chars]",2025-11-25T04:33:56Z,https://www.bloomberg.com/news/articles/2025-11-24/engie-is-awarded-first-battery-storage-project-in-indian-tender,Center,USA,Positive,0.7269,0.236,0.0,0.764,2,Topic_2,french utility engie first standalone batterystorage project india aims take advantage boom renewables well triple local cleanpower capacity chars,
bloomberg,Adani’s giant copper smelter caught up in global ore shortage,"Supply for copper smelters everywhere has been hit by a wave of mine disruptions this year, including at major producers like Freeport-McMoRan Inc., Hudbay Minerals Inc., Ivanhoe Mines Ltd., and Chile’s state-owned giant Codelco","Indian tycoon Gautam Adanis $1.2 billion copper smelter in Gujarat is receiving only a fraction of the ore required to operate the 500,000-ton-a-year plant at full capacity, as a global supply squeez… [+2231 chars]",2025-11-25T04:23:00Z,https://www.bloomberg.com/news/articles/2025-11-25/adani-s-giant-copper-smelter-caught-up-in-global-ore-shortage,Center,USA,Negative,-0.2263,0.053,0.094,0.853,2,Topic_2,indian tycoon gautam adanis billion copper smelter gujarat receiving fraction ore required operate tonayear plant full capacity global supply squeez chars,
bloomberg,Latest Oil Market News and Analysis for November 24,"Oil dropped after posting the biggest weekly loss since early October, as traders weighed the prospect of a Ukraine-Russia peace deal that could increase crude flows into an already well-supplied market.","Oil dropped after posting the biggest weekly loss since early October, as traders weighed the prospect of a Ukraine-Russia peace deal that could increase crude flows into an already well-supplied mar… [+405 chars]",2025-11-24T00:06:52Z,https://www.bloomberg.com/news/articles/2025-11-23/latest-oil-market-news-and-analysis-for-nov-24,Center,USA,Positive,0.25,0.167,0.125,0.708,2,Topic_2,oil dropped posting biggest weekly loss since early october traders weighed prospect ukrainerussia peace deal could increase crude flows already wellsupplied mar chars,
bloomberg,Billionaire family turns India’s gold obsession into a fortune,The Muthoot family is reaping the benefits of an exploding gold market.,"The companys biggest challenge now is keeping rivals at bay, with gold hovering near a record high. Competition is heating up after Bain Capital agreed to pay about US$500m for an 18% stake in gold l… [+7285 chars]",2025-11-23T17:26:05Z,https://www.bloomberg.com/news/articles/2025-11-19/billionaire-family-turns-india-s-gold-obsession-into-a-fortune,Center,USA,Positive,0.0516,0.113,0.104,0.783,2,Topic_2,companys biggest challenge keeping rivals bay gold hovering near record high competition heating bain capital agreed pay usm stake gold chars,
bloomberg,"Trump’s attacks push India, Brazil, South Africa closer together","Trump has punished India for its ties with Russia by imposing 50% tariffs on goods shipped to the US, and angered New Delhi with his repeated claims of brokering a ceasefire with Pakistan",US President Donald Trumps targeted attacks against three of the worlds major emerging economies are prompting leaders of those countries to forge closer ties and push back against his aggressive tra… [+5177 chars],2025-11-23T15:03:05Z,https://www.bloomberg.com/news/articles/2025-11-23/trump-s-attacks-push-india-brazil-south-africa-closer-together,Center,USA,Negative,-0.8625,0.0,0.223,0.777,2,Topic_2,president donald trumps targeted attacks three worlds major emerging economies prompting leaders countries forge closer ties push back aggressive tra chars,
bloomberg,India sets price incentive to support ageing nuclear plants,"India is counting on baseload supplies from coal and nuclear power to meet evening peaks in electricity demand, when nearly 130 gigawatts of solar capacity goes off the grid","India has allowed old nuclear power plants to collect additional revenues, helping state operator Nuclear Power Corp. of India Ltd. fund new projects and support existing ones. 
Plants that have ope… [+1299 chars]",2025-11-23T09:59:07Z,https://www.bloomberg.com/news/articles/2025-11-21/india-sets-power-price-incentive-to-support-old-nuclear-plants,Center,USA,Positive,0.5719,0.125,0.036,0.839,2,Topic_2,india allowed old nuclear power plants collect additional revenues helping state operator nuclear power corp india ltd fund new projects support existing ones plants ope chars,
